id,date,latitude,longitude,place_desc,title,description,source,links,filters
,2022-08-17,48.988236,37.252156,,Shelling at ,"Alternate place names: Dibrivne, Dibrovny, Dibrivny, Dibrovne",DEFMON,[],[]
,2022-08-17,48.925875,38.184257,Hryhorivka,Shelling at Hryhorivka,Alternate place names: Hryhorivka,DEFMON,[],[]
,2022-08-17,48.919697,38.12683,Serebryanka,Shelling at Serebryanka,"Alternate place names: Serebryanka, Serebryansky",DEFMON,[],[]
,2022-08-17,48.99808,37.433424,Dolyna,Shelling at Dolyna,"Alternate place names: Dolyna, Dolini",DEFMON,[],[]
,2022-08-17,49.034361,37.596402,Tetyanivka,Shelling at Tetyanivka,"Alternate place names: Tetyanivka, Tatyanivka",DEFMON,[],[]
,2022-08-17,48.991568,37.355302,Mazanivka,Shelling at Mazanivka,Alternate place names: Mazanivka,DEFMON,[],[]
,2022-08-17,49.015081,37.316511,Dovhen'ke,Shelling at Dovhen'ke,"Alternate place names: Dovhenky, Dovgenky, Dovgenke, Dovgenki",DEFMON,[],[]
,2022-08-17,48.816875,38.072955,Zvanivka,Shelling at Zvanivka,Alternate place names: Zvanivka,DEFMON,[],[]
,2022-08-17,48.904235,37.731252,Raihorodok,Shelling at Raihorodok,"Alternate place names: Raigorodka, Raigorodok",DEFMON,[],[]
,2022-08-17,48.575129,37.795614,Mykolaivka,Shelling at Mykolaivka,Alternate place names: Mykolaivka,DEFMON,[],[]
,2022-08-17,48.71879,37.576403,Kramatorsk,Shelling at Kramatorsk,Alternate place names: Kramatorsk,DEFMON,[],[]
,2022-08-17,48.596926,37.982069,Bakhmut,Shelling at Bakhmut,Alternate place names: Bakhmut,DEFMON,[],[]
,2022-08-17,47.492333,33.389039,Mykolaivka,Shelling at Mykolaivka,Alternate place names: Mykolayivka,DEFMON,[],[]
,2022-08-17,48.400446,37.969482,Maiors'ka station,Shelling at Maiors'ka station,"Alternate place names: Mayorsky, Mayorsk",DEFMON,[],[]
,2022-08-17,48.859666,38.189445,Verkhn'okam'yans'ke,Shelling at Verkhn'okam'yans'ke,"Alternate place names: Verkhnokamyanskyi, Verkhnyokamyansky, Verkhnyokamianske, Verkhnokamyansk, Verkhnokamyanske",DEFMON,[],[]
,2022-08-17,48.854541,37.585258,Slovyansk,Shelling at Slovyansk,"Alternate place names: Slovyansk, Sloviansk, Slavyansk",DEFMON,[],[]
,2022-08-17,48.324452,37.839757,Niu-York,Shelling at Niu-York,Alternate place names: New York,DEFMON,[],[]
,2022-08-17,48.145252,37.738001,Avdiivka,Shelling at Avdiivka,"Alternate place names: Avdiivka, Avdiyivka",DEFMON,[],[]
,2022-08-17,48.094422,37.726703,Opytne,Shelling at Opytne,"Alternate place names: Opytne, Opytny",DEFMON,[],[]
,2022-08-17,47.778024,37.247411,Vuhledar,Shelling at Vuhledar,"Alternate place names: Vuhledar,  Vugledar, Vugledar, Coal",DEFMON,[],[]
,2022-08-17,48.735848,38.209602,Bilohorivka,Shelling at Bilohorivka,"Alternate place names: Bilohorivka, Belogorivka, Belogorovka, Bilorogovka, Bilogorivka",DEFMON,[],[]
,2022-08-17,48.431823,38.020586,Zaitseve,Shelling at Zaitseve,"Alternate place names: Zaitseve, Zaitsevo, Zaytseve, Zaytsevo, Zaytsevo",DEFMON,[],[]
,2022-08-17,48.705791,38.134292,Yakovlivka,Shelling at Yakovlivka,Alternate place names: Yakovlivka,DEFMON,[],[]
,2022-08-17,48.692717,38.07341,Soledar,Shelling at Soledar,Alternate place names: Soledar,DEFMON,[],[]
,2022-08-17,48.745938,38.152234,Vesele,Shelling at Vesele,"Alternate place names: Vesele, Veselaya,  Vesely",DEFMON,[],[]
,2022-08-17,48.806004,38.245328,Spirne,Shelling at Spirne,"Alternate place names: Spirne, Spirnyi,Spirnye, Spirna",DEFMON,[],[]
,2022-08-17,48.817388,38.208305,Ivano-Dar'ivka,Shelling at Ivano-Dar'ivka,"Alternate place names: Ivano-Daryivka, Ivano-Dariivka",DEFMON,[],[]
,2022-08-17,48.18516,37.709499,Yasynuvata,Shelling at Yasynuvata,Alternate place names: Yasynuvata,DEFMON,[],[]
,2022-08-17,48.057774,37.572427,Nevel's'ke,Shelling at Nevel's'ke,"Alternate place names: Nevelske, Nevelsky, Nevelskyi, Nevelski",DEFMON,[],[]
,2022-08-17,47.99328,37.505353,Krasnohorivka,Shelling at Krasnohorivka,Alternate place names: Krasnohorivka,DEFMON,[],[]
,2022-08-17,47.854118,37.473527,Novomykhailivka,Shelling at Novomykhailivka,"Alternate place names: Novomykhailivka, Novomykhaylivka",DEFMON,[],[]
,2022-08-17,48.061785,37.66532,Pisky,Shelling at Pisky,"Alternate place names: Pisky, Piskiym Piskivy",DEFMON,[],[]
,2022-08-17,47.750546,37.21134,Pavlivka,Shelling at Pavlivka,Alternate place names: Pavlivka,DEFMON,[],[]
,2022-08-17,48.095517,37.670183,Vodyane,Shelling at Vodyane,"Alternate place names: Vodyanyi, Vodyane, Vodyanny",DEFMON,[],[]
,2022-08-17,48.281669,37.774016,Oleksandropil,Shelling at Oleksandropil,"Alternate place names: Oleksandropil, Alexandropol, Oleksandropol,Rozivka",DEFMON,[],[]
,2022-08-17,47.855757,37.209317,Bohoyavlenka,Shelling at Bohoyavlenka,Alternate place names: Bogoyavlenka,DEFMON,[],[]
,2022-08-17,47.88970118,36.74042784,Burlats'ke,Shelling at Burlats'ke,"Alternate place names: Burlatske, Burlatsky",DEFMON,[],[]
,2022-08-17,47.647177,36.151581,Zaliznychne,Shelling at Zaliznychne,"Alternate place names: Zaliznychne,Zaliznychny",DEFMON,[],[]
,2022-08-17,47.650279,36.294567,Hulyaipole,Shelling at Hulyaipole,"Alternate place names: Huliaipole, Huliaipilm, Gulyaipole, Gulyaypole",DEFMON,[],[]
,2022-08-17,47.579359,36.032024,Charivne,Shelling at Charivne,"Alternate place names: Charivne, Charivny",DEFMON,[],[]
,2022-08-17,47.549458,35.583744,Shcherbaky,Shelling at Shcherbaky,"Alternate place names: Shcherbaky, Shcherbaki",DEFMON,[],[]
,2022-08-17,47.839867,36.847816,Velyka Novosilka,Shelling at Velyka Novosilka,"Alternate place names: Velyka Novosilka, Velika Novosilka, Veliky Novosilka, Velikay Novosilka",DEFMON,[],[]
,2022-08-17,47.832241,36.804251,Vremivka,Shelling at Vremivka,"Alternate place names: Vremivka, Time, Uremivka",DEFMON,[],[]
,2022-08-17,47.713027,36.48893,Poltavka,Shelling at Poltavka,Alternate place names: Poltavka,DEFMON,[],[]
,2022-08-17,47.537099,35.704753,Novoandriivka,Shelling at Novoandriivka,"Alternate place names: Novoandriivka, Novoandriivka ",DEFMON,[],[]
,2022-08-17,47.526835,35.824365,Novodanylivka,Shelling at Novodanylivka,Alternate place names: Novodanilivka,DEFMON,[],[]
,2022-08-17,47.938845,37.51388,Mar'inka,Shelling at Mar'inka,"Alternate place names: Marinkam, Mariinka, Maryinka, Maryinka",DEFMON,[],[]
,2022-08-17,47.838704,36.690244,Novosilka,Shelling at Novosilka,Alternate place names: Novosilka,DEFMON,[],[]
,2022-08-17,47.60901,36.056539,Huliaipilske,Shelling at Huliaipilske,"Alternate place names: Gulyaipilske, Gulyaipilskyi,Gulyapilske",DEFMON,[],[]
,2022-08-17,47.584329,35.358708,Stepnohirs'k,Shelling at Stepnohirs'k,Alternate place names: Stepnohirsk,DEFMON,[],[]
,2022-08-17,47.560718,35.769044,Orikhiv,Shelling at Orikhiv,"Alternate place names: Orikhiv,  Orihiv, Orikhov, Orihiv,Orykhiv",DEFMON,[],[]
,2022-08-17,47.805964,36.623268,Novopil',Shelling at Novopil',"Alternate place names: Novopol, Novopolya",DEFMON,[],[]
,2022-08-17,47.611908,35.452858,Luk'yanivs'ke,Shelling at Luk'yanivs'ke,"Alternate place names: Lukyanivske, Lukyanivskyi, Lukyantsi",DEFMON,[],[]
,2022-08-17,47.736832,37.3685,Volodymyrivka,Shelling at Volodymyrivka,Alternate place names: Volodymyrivka,DEFMON,[],[]
,2022-08-17,48.045438,37.187034,Sontsivka,Shelling at Sontsivka,Alternate place names: Sontsivka,DEFMON,[],[]
,2022-08-17,47.224329,33.10285,Bila Krynytsya,Shelling at Bila Krynytsya,Alternate place names: Bila Krynytsia,DEFMON,[],[]
,2022-08-17,46.77801,32.181207,Stepova Dolyna,Shelling at Stepova Dolyna,Alternate place names: Stepova Dolyna,DEFMON,[],[]
,2022-08-17,46.863708,32.209815,Shevchenkove,Shelling at Shevchenkove,"Alternate place names: Shevchenkove,  Shevchenkive",DEFMON,[],[]
,2022-08-17,46.804245,32.265148,Posad-Pokrovs'ke,Shelling at Posad-Pokrovs'ke,"Alternate place names: Posad-Pokrovske, Posad Pokrovsky",DEFMON,[],[]
,2022-08-17,47.196176,33.069568,Lozove,Shelling at Lozove,Alternate place names: Lozovoy,DEFMON,[],[]
,2022-08-17,47.33889,33.210172,Bilohirka,Shelling at Bilohirka,"Alternate place names: Bilogirka,Biloghirka",DEFMON,[],[]
,2022-08-17,46.896676,32.079967,Mykolaiv,Shelling at Mykolaiv,Alternate place names: Mykolaiv,DEFMON,[],[]
,2022-08-18,52.184029,32.913319,Oleksandrivka,Shelling at Oleksandrivka,Alternate place names: Oleksandrivka,DEFMON,[],[]
,2022-08-18,51.215133,34.507118,Pavlivka,Shelling at Pavlivka,"Alternate place names: Pavlivka, Pavlovka",DEFMON,[],[]
,2022-08-18,51.136414,34.624247,Yastrubyne,Shelling at Yastrubyne,Alternate place names: Yastrubyny,DEFMON,[],[]
,2022-08-18,51.512785,34.266453,Vovkivka,Shelling at Vovkivka,"Alternate place names: Vovkivka, Volkivka",DEFMON,[],[]
,2022-08-18,51.698657,34.129092,Studenok,Shelling at Studenok,"Alternate place names: Studenok, Studenka, Studenko",DEFMON,[],[]
,2022-08-18,50.41843,35.469091,Velyka Pysarivka,Shelling at Velyka Pysarivka,"Alternate place names: Velyka Pisarivka,Velika Pisarivka, Velika Pysarivka",DEFMON,[],[]
,2022-08-18,50.499227,35.449708,Popivka,Shelling at Popivka,Alternate place names: Popivka,DEFMON,[],[]
,2022-08-18,51.920199,34.18173,Baranivka,Shelling at Baranivka,Alternate place names: Baranivka,DEFMON,[],[]
,2022-08-18,50.110312,36.509024,Petrivka,Shelling at Petrivka,"Alternate place names: Petrivka, Petrovka, ",DEFMON,[],[]
,2022-08-18,50.382503,36.061166,Udy,Shelling at Udy,"Alternate place names: Uda, Svit, Udyv,Udiv",DEFMON,[],[]
,2022-08-18,50.067479,36.761951,Staryi Saltiv,Shelling at Staryi Saltiv,"Alternate place names: Stary Saltiv, Staryi Saltiv, Stary Saltov, Stariy Saltiv",DEFMON,[],[]
,2022-08-18,50.128546,36.39534,Rus'ki Tyshky,Shelling at Rus'ki Tyshky,"Alternate place names: Rusk Tyshky, Ruski Tyshky, Ruski Tyshki, Rusky Tyshky, Russki Tyshki",DEFMON,[],[]
,2022-08-18,50.113042,36.366577,Cherkas'ki Tyshky,Shelling at Cherkas'ki Tyshky,"Alternate place names: Cherkasy Tyshky, Cherkassky Tyshki, Cherkassy Tyshki, Cherkasski Tyshki",DEFMON,[],[]
,2022-08-18,50.131667,36.79342,Verkhnii Saltiv,Shelling at Verkhnii Saltiv,"Alternate place names: Verhniy Saltiv, , Verkhniy Saltiv, Verkhniy Saltov, Verkhnyi Saltov",DEFMON,[],[]
,2022-08-18,49.828039,36.983094,Bazaliivka,Shelling at Bazaliivka,"Alternate place names: Bazalivka, Bazaliyivka ",DEFMON,[],[]
,2022-08-18,49.632626,36.748927,Mos'panove,Shelling at Mos'panove,"Alternate place names: Mospanove, Mospanovoy, Mospanovoe",DEFMON,[],[]
,2022-08-18,49.7705,36.80604,Korobochkyne,Shelling at Korobochkyne,"Alternate place names: Korobochkine, Korobochkino",DEFMON,[],[]
,2022-08-18,49.319265,36.911716,Chepil',Shelling at Chepil',"Alternate place names: Chepil, Chepilya, Chepily",DEFMON,[],[]
,2022-08-18,49.35342,36.810817,Husarivka,Shelling at Husarivka,"Alternate place names: Husarivka, Gusarivka",DEFMON,[],[]
,2022-08-18,49.029481,37.108731,Virnopillya,Shelling at Virnopillya,"Alternate place names: Virnopilla, Vernopillya, Virnopillia",DEFMON,[],[]
,2022-08-18,49.102738,36.986507,Velyka Komyshuvakha,Shelling at Velyka Komyshuvakha,"Alternate place names: Velyka Komyshuvakha, Velyka Kostromka, Velika Komyshuvakha",DEFMON,[],[]
,2022-08-18,50.133624,36.276951,Rus'ka Lozova,Shelling at Rus'ka Lozova,Alternate place names: Ruska Lozova,DEFMON,[],[]
,2022-08-18,49.741761,36.696101,Stara Hnylytsia,Shelling at Stara Hnylytsia,"Alternate place names: Stara Hnylytsia, Staraya Hnylitsa",DEFMON,[],[]
,2022-08-18,49.858186,36.91454,Pechenihy,Shelling at Pechenihy,"Alternate place names: Pechenigy, Pechenyga,Pechenygi, Pechenegy",DEFMON,[],[]
,2022-08-18,48.940017,37.454545,Adamivka,Shelling at Adamivka,Alternate place names: Adamivka,DEFMON,[],[]
,2022-08-18,50.169027,36.266878,Pytomnyk,Shelling at Pytomnyk,"Alternate place names: Pytomnyk, Pitomnyk, Pytomnik",DEFMON,[],[]
,2022-08-18,50.037858,36.463406,Kutuzivka,Shelling at Kutuzivka,Alternate place names: Kutuzivka,DEFMON,[],[]
,2022-08-18,50.205752,36.158556,Slatyne,Shelling at Slatyne,"Alternate place names: Slatyne, Slatine, Slatyny, Slatina",DEFMON,[],[]
,2022-08-18,49.006096,36.85337,Ivanivka,Shelling at Ivanivka,Alternate place names: Ivanivka,DEFMON,[],[]
,2022-08-18,50.255671,36.084342,Zhovtneve,Shelling at Zhovtneve,"Alternate place names: Kalinovka,Kalinove",DEFMON,[],[]
,2022-08-18,49.307859,37.053941,Nortsivka,Shelling at Nortsivka,Alternate place names: Nortsivka,DEFMON,[],[]
,2022-08-18,49.79889,36.899718,Leb'yazhe,Shelling at Leb'yazhe,"Alternate place names: Lebyazhi, Leb Yazhye",DEFMON,[],[]
,2022-08-18,50.10968,36.273195,Lisne,Shelling at Lisne,"Alternate place names: Lisne, Lisnoy",DEFMON,[],[]
,2022-08-18,50.128829,36.107332,Derhachi,Shelling at Derhachi,Alternate place names: Dergachi,DEFMON,[],[]
,2022-08-18,50.305977,36.062526,Duvanka,Shelling at Duvanka,Alternate place names: Duvanka,DEFMON,[],[]
,2022-08-18,49.724489,36.774916,Rtyshchivka,Shelling at Rtyshchivka,"Alternate place names: Rtyshchyvka, Rtyshivka, Rtishchivka",DEFMON,[],[]
,2022-08-18,49.042529,37.214283,Brazhkivka,Shelling at Brazhkivka,"Alternate place names: Brazhkivka, Brazhivka",DEFMON,[],[]
,2022-08-18,50.201125,36.323641,Velyki Prokhody,Shelling at Velyki Prokhody,"Alternate place names: Velyki Prohody, Velikie Prokhody",DEFMON,[],[]
,2022-08-18,50.271281,36.073895,Karasivka,Shelling at Karasivka,Alternate place names: Karasivka,DEFMON,[],[]
,2022-08-18,49.590065,36.531987,Slobozhanske,Shelling at Slobozhanske,Alternate place names: Slobozhanske,DEFMON,[],[]
,2022-08-18,48.988236,37.252156,,Shelling at ,"Alternate place names: Dibrivne, Dibrovny, Dibrivny, Dibrovne",DEFMON,[],[]
,2022-08-18,48.925875,38.184257,Hryhorivka,Shelling at Hryhorivka,Alternate place names: Hryhorivka,DEFMON,[],[]
,2022-08-18,48.919697,38.12683,Serebryanka,Shelling at Serebryanka,"Alternate place names: Serebryanka, Serebryansky",DEFMON,[],[]
,2022-08-18,48.99808,37.433424,Dolyna,Shelling at Dolyna,"Alternate place names: Dolyna, Dolini",DEFMON,[],[]
,2022-08-18,49.113722,36.88405,Hrushuvakha,Shelling at Hrushuvakha,"Alternate place names: Hrushuvakha, Grushuvakha, Hrushuvaha, Hrushuvakhya",DEFMON,[],[]
,2022-08-18,48.991568,37.355302,Mazanivka,Shelling at Mazanivka,Alternate place names: Mazanivka,DEFMON,[],[]
,2022-08-18,48.985409,37.412745,Krasnopillya,Shelling at Krasnopillya,"Alternate place names: Krasnopillya, Krasnopillia",DEFMON,[],[]
,2022-08-18,48.933095,37.691703,Donets'ke,Shelling at Donets'ke,Alternate place names: Donetske,DEFMON,[],[]
,2022-08-18,49.015081,37.316511,Dovhen'ke,Shelling at Dovhen'ke,"Alternate place names: Dovhenky, Dovgenky, Dovgenke, Dovgenki",DEFMON,[],[]
,2022-08-18,48.816875,38.072955,Zvanivka,Shelling at Zvanivka,Alternate place names: Zvanivka,DEFMON,[],[]
,2022-08-18,49.014432,37.506881,Bohorodychne,Shelling at Bohorodychne,"Alternate place names: Bogorodichny, Bogorodichne, Bogorodychny, Bogorodicne",DEFMON,[],[]
,2022-08-18,48.862652,38.08794,Sivers'k,Shelling at Sivers'k,Alternate place names: Siversk,DEFMON,[],[]
,2022-08-18,48.904235,37.731252,Raihorodok,Shelling at Raihorodok,"Alternate place names: Raigorodka, Raigorodok",DEFMON,[],[]
,2022-08-18,48.870374,37.902447,Kryva Luka,Shelling at Kryva Luka,Alternate place names: Kryva Luka,DEFMON,[],[]
,2022-08-18,48.764809,38.051493,Fedorivka,Shelling at Fedorivka,Alternate place names: Fedorivka,DEFMON,[],[]
,2022-08-18,48.999011,37.011211,Chervone,Shelling at Chervone,"Alternate place names: Chervony, Chervonoy",DEFMON,[],[]
,2022-08-18,48.71879,37.576403,Kramatorsk,Shelling at Kramatorsk,Alternate place names: Kramatorsk,DEFMON,[],[]
,2022-08-18,48.596926,37.982069,Bakhmut,Shelling at Bakhmut,Alternate place names: Bakhmut,DEFMON,[],[]
,2022-08-18,48.859666,38.189445,Verkhn'okam'yans'ke,Shelling at Verkhn'okam'yans'ke,"Alternate place names: Verkhnokamyanskyi, Verkhnyokamyansky, Verkhnyokamianske, Verkhnokamyansk, Verkhnokamyanske",DEFMON,[],[]
,2022-08-18,48.758817,38.242351,Berestove,Shelling at Berestove,"Alternate place names: Berestove, Berestovo, Berestov, Berestov, Berestovka",DEFMON,[],[]
,2022-08-18,48.854541,37.585258,Slovyansk,Shelling at Slovyansk,"Alternate place names: Slovyansk, Sloviansk, Slavyansk",DEFMON,[],[]
,2022-08-18,48.324452,37.839757,Niu-York,Shelling at Niu-York,Alternate place names: New York,DEFMON,[],[]
,2022-08-18,48.145252,37.738001,Avdiivka,Shelling at Avdiivka,"Alternate place names: Avdiivka, Avdiyivka",DEFMON,[],[]
,2022-08-18,48.094422,37.726703,Opytne,Shelling at Opytne,"Alternate place names: Opytne, Opytny",DEFMON,[],[]
,2022-08-18,48.249226,37.785387,Novobakhmutivka,Shelling at Novobakhmutivka,Alternate place names: Novobakhmutivka,DEFMON,[],[]
,2022-08-18,47.778024,37.247411,Vuhledar,Shelling at Vuhledar,"Alternate place names: Vuhledar,  Vugledar, Vugledar, Coal",DEFMON,[],[]
,2022-08-18,48.624094,38.145918,Pokrovs'ke,Shelling at Pokrovs'ke,"Alternate place names: Pokrovske, Pokrovsky",DEFMON,[],[]
,2022-08-18,48.735848,38.209602,Bilohorivka,Shelling at Bilohorivka,"Alternate place names: Bilohorivka, Belogorivka, Belogorovka, Bilorogovka, Bilogorivka",DEFMON,[],[]
,2022-08-18,48.431823,38.020586,Zaitseve,Shelling at Zaitseve,"Alternate place names: Zaitseve, Zaitsevo, Zaytseve, Zaytsevo, Zaytsevo",DEFMON,[],[]
,2022-08-18,48.705791,38.134292,Yakovlivka,Shelling at Yakovlivka,Alternate place names: Yakovlivka,DEFMON,[],[]
,2022-08-18,48.692717,38.07341,Soledar,Shelling at Soledar,Alternate place names: Soledar,DEFMON,[],[]
,2022-08-18,48.745938,38.152234,Vesele,Shelling at Vesele,"Alternate place names: Vesele, Veselaya,  Vesely",DEFMON,[],[]
,2022-08-18,48.08264,37.621653,Pervomais'ke,Shelling at Pervomais'ke,"Alternate place names: Pervomaiske, Pervomaiskyi, Pervomayske",DEFMON,[],[]
,2022-08-18,48.806004,38.245328,Spirne,Shelling at Spirne,"Alternate place names: Spirne, Spirnyi,Spirnye, Spirna",DEFMON,[],[]
,2022-08-18,48.516824,38.124907,Vershyna,Shelling at Vershyna,"Alternate place names: Vershyna, Vershina",DEFMON,[],[]
,2022-08-18,48.471804,38.094036,Kodema,Shelling at Kodema,Alternate place names: Kodema,DEFMON,[],[]
,2022-08-18,48.817388,38.208305,Ivano-Dar'ivka,Shelling at Ivano-Dar'ivka,"Alternate place names: Ivano-Daryivka, Ivano-Dariivka",DEFMON,[],[]
,2022-08-18,48.548862,38.064173,Vesela Dolyna,Shelling at Vesela Dolyna,"Alternate place names: Vesela Dolyna, Veselaya Dolyna, Veselay Dolyna",DEFMON,[],[]
,2022-08-18,48.753613,38.080756,Rozdolivka,Shelling at Rozdolivka,"Alternate place names: Rozdolivka, Rozdil'ne",DEFMON,[],[]
,2022-08-18,48.142692,37.190017,Yurivka,Shelling at Yurivka,"Alternate place names: Yuryivka, Yuriyvka",DEFMON,[],[]
,2022-08-18,48.057774,37.572427,Nevel's'ke,Shelling at Nevel's'ke,"Alternate place names: Nevelske, Nevelsky, Nevelskyi, Nevelski",DEFMON,[],[]
,2022-08-18,47.99328,37.505353,Krasnohorivka,Shelling at Krasnohorivka,Alternate place names: Krasnohorivka,DEFMON,[],[]
,2022-08-18,48.103427,37.55407,Netailove,Shelling at Netailove,"Alternate place names: Netaylove, Netaylovy, Netaylovye",DEFMON,[],[]
,2022-08-18,47.854118,37.473527,Novomykhailivka,Shelling at Novomykhailivka,"Alternate place names: Novomykhailivka, Novomykhaylivka",DEFMON,[],[]
,2022-08-18,48.173192,37.782672,Kam'yanka,Shelling at Kam'yanka,"Alternate place names: Kamyanka, Kamyanka, Kamianka, Kamianka",DEFMON,[],[]
,2022-08-18,48.061785,37.66532,Pisky,Shelling at Pisky,"Alternate place names: Pisky, Piskiym Piskivy",DEFMON,[],[]
,2022-08-18,47.750546,37.21134,Pavlivka,Shelling at Pavlivka,Alternate place names: Pavlivka,DEFMON,[],[]
,2022-08-18,48.367108,37.89052,Zalizne,Shelling at Zalizne,Alternate place names: Zalizne,DEFMON,[],[]
,2022-08-18,47.778148,37.076934,Prechystivka,Shelling at Prechystivka,"Alternate place names: Prychystivka, Prechistivka, Prychistivka",DEFMON,[],[]
,2022-08-18,48.281669,37.774016,Oleksandropil,Shelling at Oleksandropil,"Alternate place names: Oleksandropil, Alexandropol, Oleksandropol,Rozivka",DEFMON,[],[]
,2022-08-18,47.855757,37.209317,Bohoyavlenka,Shelling at Bohoyavlenka,Alternate place names: Bogoyavlenka,DEFMON,[],[]
,2022-08-18,47.88970118,36.74042784,Burlats'ke,Shelling at Burlats'ke,"Alternate place names: Burlatske, Burlatsky",DEFMON,[],[]
,2022-08-18,48.079052,37.710378,Vesele,Shelling at Vesele,Alternate place names: Vesele,DEFMON,[],[]
,2022-08-18,47.647177,36.151581,Zaliznychne,Shelling at Zaliznychne,"Alternate place names: Zaliznychne,Zaliznychny",DEFMON,[],[]
,2022-08-18,47.549458,35.583744,Shcherbaky,Shelling at Shcherbaky,"Alternate place names: Shcherbaky, Shcherbaki",DEFMON,[],[]
,2022-08-18,47.839867,36.847816,Velyka Novosilka,Shelling at Velyka Novosilka,"Alternate place names: Velyka Novosilka, Velika Novosilka, Veliky Novosilka, Velikay Novosilka",DEFMON,[],[]
,2022-08-18,47.832241,36.804251,Vremivka,Shelling at Vremivka,"Alternate place names: Vremivka, Time, Uremivka",DEFMON,[],[]
,2022-08-18,47.713027,36.48893,Poltavka,Shelling at Poltavka,Alternate place names: Poltavka,DEFMON,[],[]
,2022-08-18,47.789922,36.993237,Zolota Nyva,Shelling at Zolota Nyva,"Alternate place names: Zolota Nyva, Zolota Niva, Zolotaya Niva",DEFMON,[],[]
,2022-08-18,47.537099,35.704753,Novoandriivka,Shelling at Novoandriivka,"Alternate place names: Novoandriivka, Novoandriivka ",DEFMON,[],[]
,2022-08-18,47.938845,37.51388,Mar'inka,Shelling at Mar'inka,"Alternate place names: Marinkam, Mariinka, Maryinka, Maryinka",DEFMON,[],[]
,2022-08-18,47.838704,36.690244,Novosilka,Shelling at Novosilka,Alternate place names: Novosilka,DEFMON,[],[]
,2022-08-18,47.60901,36.056539,Huliaipilske,Shelling at Huliaipilske,"Alternate place names: Gulyaipilske, Gulyaipilskyi,Gulyapilske",DEFMON,[],[]
,2022-08-18,47.579057,36.116402,Myrne,Shelling at Myrne,"Alternate place names: Myrne, Myrnyi",DEFMON,[],[]
,2022-08-18,47.584329,35.358708,Stepnohirs'k,Shelling at Stepnohirs'k,Alternate place names: Stepnohirsk,DEFMON,[],[]
,2022-08-18,47.591045,35.77513,Preobrazhenka,Shelling at Preobrazhenka,Alternate place names: Preobrazhenka,DEFMON,[],[]
,2022-08-18,47.732526,37.039825,Novomaiors'ke,Shelling at Novomaiors'ke,Alternate place names: Novomayorske,DEFMON,[],[]
,2022-08-18,47.611908,35.452858,Luk'yanivs'ke,Shelling at Luk'yanivs'ke,"Alternate place names: Lukyanivske, Lukyanivskyi, Lukyantsi",DEFMON,[],[]
,2022-08-18,47.736832,37.3685,Volodymyrivka,Shelling at Volodymyrivka,Alternate place names: Volodymyrivka,DEFMON,[],[]
,2022-08-18,47.224329,33.10285,Bila Krynytsya,Shelling at Bila Krynytsya,Alternate place names: Bila Krynytsia,DEFMON,[],[]
,2022-08-18,47.096229,32.67722,Shyroke,Shelling at Shyroke,"Alternate place names: Shyroke, Shiroke",DEFMON,[],[]
,2022-08-18,47.243393,33.015315,Murakhivka,Shelling at Murakhivka,Alternate place names: Murakhivka,DEFMON,[],[]
,2022-08-18,47.141217,32.760434,Kobzartsi,Shelling at Kobzartsi,"Alternate place names: Kobzartsi, Kobzartsiv, Kobzartsy",DEFMON,[],[]
,2022-08-18,47.020604,32.456486,Kvitneve,Shelling at Kvitneve,"Alternate place names: Kvitneve,Kvitnevy",DEFMON,[],[]
,2022-08-18,46.822308,32.215356,Luch,Shelling at Luch,Alternate place names: Luch,DEFMON,[],[]
,2022-08-18,47.4322,33.925762,Osokorivka,Shelling at Osokorivka,Alternate place names: Osokorivka,DEFMON,[],[]
,2022-08-18,47.440778,33.69934,Trudoliubivka,Shelling at Trudoliubivka,"Alternate place names: Trudoliubivka, Trudolyubivka",DEFMON,[],[]
,2022-08-18,46.77801,32.181207,Stepova Dolyna,Shelling at Stepova Dolyna,Alternate place names: Stepova Dolyna,DEFMON,[],[]
,2022-08-18,46.863708,32.209815,Shevchenkove,Shelling at Shevchenkove,"Alternate place names: Shevchenkove,  Shevchenkive",DEFMON,[],[]
,2022-08-18,47.000302,32.470517,Kyselivka,Shelling at Kyselivka,"Alternate place names: Kiselivka, Kiselyvka",DEFMON,[],[]
,2022-08-18,46.804245,32.265148,Posad-Pokrovs'ke,Shelling at Posad-Pokrovs'ke,"Alternate place names: Posad-Pokrovske, Posad Pokrovsky",DEFMON,[],[]
,2022-08-18,46.785291,32.340858,Blahodatne,Shelling at Blahodatne,"Alternate place names: Blagodatne, Blagodatny",DEFMON,[],[]
,2022-08-18,47.037744,32.442594,Pervomais'ke,Shelling at Pervomais'ke,Alternate place names: Pervomaiske,DEFMON,[],[]
,2022-08-18,47.282855,33.076915,Kavkaz,Shelling at Kavkaz,Alternate place names: Kavkaz,DEFMON,[],[]
,2022-08-18,47.196176,33.069568,Lozove,Shelling at Lozove,Alternate place names: Lozovoy,DEFMON,[],[]
,2022-08-18,47.465639,33.3753,Ivanivka,Shelling at Ivanivka,Alternate place names: Ivanivka,DEFMON,[],[]
,2022-08-18,47.33889,33.210172,Bilohirka,Shelling at Bilohirka,"Alternate place names: Bilogirka,Biloghirka",DEFMON,[],[]
,2022-08-18,47.176235,33.046724,Andriivka,Shelling at Andriivka,"Alternate place names: Andriivka, Andriyivka",DEFMON,[],[]
