id,date,latitude,longitude,place_desc,title,description,source,links,filters
,2022-09-29,49.06649,37.687817,Novoselivka,Shelling at Novoselivka,"Alternate place names: Novoselyvka, Novoselyvske",DEFMON,[],[]
,2022-09-29,49.216279,37.833744,Novyi Myr,Shelling at Novyi Myr,Alternate place names: Novy Mir,DEFMON,[],[]
,2022-09-29,49.162347,37.83149,Nove,Shelling at Nove,Alternate place names: Nove,DEFMON,[],[]
,2022-09-29,48.596926,37.982069,Bakhmut,Shelling at Bakhmut,Alternate place names: Bakhmut,DEFMON,[],[]
,2022-09-29,48.859666,38.189445,Verkhn'okam'yans'ke,Shelling at Verkhn'okam'yans'ke,"Alternate place names: Verkhnokamyanskyi, Verkhnyokamyansky, Verkhnyokamianske, Verkhnokamyansk, Verkhnokamyanske",DEFMON,[],[]
,2022-09-29,48.145252,37.738001,Avdiivka,Shelling at Avdiivka,"Alternate place names: Avdiivka, Avdiyivka",DEFMON,[],[]
,2022-09-29,48.094422,37.726703,Opytne,Shelling at Opytne,"Alternate place names: Opytne, Opytny",DEFMON,[],[]
,2022-09-29,48.735848,38.209602,Bilohorivka,Shelling at Bilohorivka,"Alternate place names: Bilohorivka, Belogorivka, Belogorovka, Bilorogovka, Bilogorivka",DEFMON,[],[]
,2022-09-29,48.431823,38.020586,Zaitseve,Shelling at Zaitseve,"Alternate place names: Zaitseve, Zaitsevo, Zaytseve, Zaytsevo, Zaytsevo",DEFMON,[],[]
,2022-09-29,48.705791,38.134292,Yakovlivka,Shelling at Yakovlivka,Alternate place names: Yakovlivka,DEFMON,[],[]
,2022-09-29,48.692717,38.07341,Soledar,Shelling at Soledar,Alternate place names: Soledar,DEFMON,[],[]
,2022-09-29,48.745938,38.152234,Vesele,Shelling at Vesele,"Alternate place names: Vesele, Veselaya,  Vesely",DEFMON,[],[]
,2022-09-29,48.08264,37.621653,Pervomais'ke,Shelling at Pervomais'ke,"Alternate place names: Pervomaiske, Pervomaiskyi, Pervomayske",DEFMON,[],[]
,2022-09-29,48.899321,37.958149,Zakitne,Shelling at Zakitne,"Alternate place names: Zakitne, Zakitny",DEFMON,[],[]
,2022-09-29,48.548862,38.064173,Vesela Dolyna,Shelling at Vesela Dolyna,"Alternate place names: Vesela Dolyna, Veselaya Dolyna, Veselay Dolyna",DEFMON,[],[]
,2022-09-29,48.390424,37.85975,Toretsk,Shelling at Toretsk,Alternate place names: Toretsk,DEFMON,[],[]
,2022-09-29,48.663465,38.097144,Bakhmuts'ke,Shelling at Bakhmuts'ke,"Alternate place names: Bakhmutske, Bakhmutsky",DEFMON,[],[]
,2022-09-29,48.753613,38.080756,Rozdolivka,Shelling at Rozdolivka,"Alternate place names: Rozdolivka, Rozdil'ne",DEFMON,[],[]
,2022-09-29,48.142692,37.190017,Yurivka,Shelling at Yurivka,"Alternate place names: Yuryivka, Yuriyvka",DEFMON,[],[]
,2022-09-29,48.57022,37.91665,Ivanivske,Shelling at Ivanivske,Alternate place names: Ivanovske,DEFMON,[],[]
,2022-09-29,48.193032,37.637092,Berdychi,Shelling at Berdychi,"Alternate place names: Berdychi, Berdychiv",DEFMON,[],[]
,2022-09-29,48.061785,37.66532,Pisky,Shelling at Pisky,"Alternate place names: Pisky, Piskiym Piskivy",DEFMON,[],[]
,2022-09-29,48.502079,38.018305,Odradivka,Shelling at Odradivka,Alternate place names: Odradivka,DEFMON,[],[]
,2022-09-29,47.647177,36.151581,Zaliznychne,Shelling at Zaliznychne,"Alternate place names: Zaliznychne,Zaliznychny",DEFMON,[],[]
,2022-09-29,47.650279,36.294567,Hulyaipole,Shelling at Hulyaipole,"Alternate place names: Huliaipole, Huliaipilm, Gulyaipole, Gulyaypole",DEFMON,[],[]
,2022-09-29,47.579359,36.032024,Charivne,Shelling at Charivne,"Alternate place names: Charivne, Charivny",DEFMON,[],[]
,2022-09-29,47.533202,35.352946,Kam'yans'ke,Shelling at Kam'yans'ke,"Alternate place names: Kamyanske, Kam' Yanskoe, Kamianske, Kamianskyi, Kamyanske, Kamianka, Kamiansky, Kam'yanske",DEFMON,[],[]
,2022-09-29,47.817084,36.578666,Temyrivka,Shelling at Temyrivka,Alternate place names: Temyrivka,DEFMON,[],[]
,2022-09-29,47.839867,36.847816,Velyka Novosilka,Shelling at Velyka Novosilka,"Alternate place names: Velyka Novosilka, Velika Novosilka, Veliky Novosilka, Velikay Novosilka",DEFMON,[],[]
,2022-09-29,47.832241,36.804251,Vremivka,Shelling at Vremivka,"Alternate place names: Vremivka, Time, Uremivka",DEFMON,[],[]
,2022-09-29,47.713027,36.48893,Poltavka,Shelling at Poltavka,Alternate place names: Poltavka,DEFMON,[],[]
,2022-09-29,47.652738,36.377279,Chervone,Shelling at Chervone,"Alternate place names: Chervone, Chervony",DEFMON,[],[]
,2022-09-29,47.522091,35.995838,Bilohir'ya,Shelling at Bilohir'ya,"Alternate place names: Bilogirya, Biloghirya, Bilogorivka, Biloghira",DEFMON,[],[]
,2022-09-29,47.83732,37.109308,Novoukrainka,Shelling at Novoukrainka,"Alternate place names: Novoukrainskyi, Novoukrayinka",DEFMON,[],[]
,2022-09-29,47.938845,37.51388,Mar'inka,Shelling at Mar'inka,"Alternate place names: Marinkam, Mariinka, Maryinka, Maryinka",DEFMON,[],[]
,2022-09-29,47.536674,35.887566,Mala Tokmachka,Shelling at Mala Tokmachka,"Alternate place names: Mala Tokmachka, Malya Tokmachka",DEFMON,[],[]
,2022-09-29,47.7789564,36.391319,Uspenivka,Shelling at Uspenivka,Alternate place names: Uspenivka,DEFMON,[],[]
,2022-09-29,47.805964,36.623268,Novopil',Shelling at Novopil',"Alternate place names: Novopol, Novopolya",DEFMON,[],[]
,2022-09-29,47.814293,36.805381,Neskuchne,Shelling at Neskuchne,"Alternate place names: Neskuchne, Neskuchny",DEFMON,[],[]
,2022-09-29,47.584253,36.262031,Dorozhnyanka,Shelling at Dorozhnyanka,"Alternate place names: Drozhnyanka, Dorozhnianka, Dorozhnyyanka, Dorozhyanka,Doronka, Dorozhnyanta",DEFMON,[],[]
,2022-09-29,47.571046,34.887832,Vyshchetarasivka,Shelling at Vyshchetarasivka,Alternate place names: Vyshchetarasivka,DEFMON,[],[]
,2022-09-29,47.726615,36.322133,Yablukove,Shelling at Yablukove,Alternate place names: Yablukove,DEFMON,[],[]
,2022-09-29,47.4322,33.925762,Osokorivka,Shelling at Osokorivka,Alternate place names: Osokorivka,DEFMON,[],[]
,2022-09-29,46.735519,32.210343,Pravdyne,Shelling at Pravdyne,"Alternate place names: Pravdyne,Pravdyny",DEFMON,[],[]
,2022-09-29,46.785291,32.340858,Blahodatne,Shelling at Blahodatne,"Alternate place names: Blagodatne, Blagodatny",DEFMON,[],[]
,2022-09-29,46.7261,31.977187,Lymany,Shelling at Lymany,Alternate place names: Lymany,DEFMON,[],[]
,2022-09-29,46.814755,32.304537,Myrne,Shelling at Myrne,"Alternate place names: Myrne, Myrny,Mirne",DEFMON,[],[]
,2022-09-29,47.467835,33.485238,Ol'hyne,Shelling at Ol'hyne,"Alternate place names: Olgyne, Holgyna, Olhyny, Olhino, Olgany, Olhyne",DEFMON,[],[]
,2022-09-29,47.33889,33.210172,Bilohirka,Shelling at Bilohirka,"Alternate place names: Bilogirka,Biloghirka",DEFMON,[],[]
,2022-09-29,47.19893,33.006728,Ternivka,Shelling at Ternivka,Alternate place names: Ternivka,DEFMON,[],[]
,2022-09-29,47.48542,33.525509,Vysokopillya,Shelling at Vysokopillya,"Alternate place names: Visokopill,Visokopillya",DEFMON,[],[]
,2022-09-29,47.574187,34.381922,Nikopol',Shelling at Nikopol',Alternate place names: Nikopol,DEFMON,[],[]
,2022-09-29,46.896676,32.079967,Mykolaiv,Shelling at Mykolaiv,Alternate place names: Mykolaiv,DEFMON,[],[]
,2022-09-29,47.84403,33.36331,Kryvyi Rih,Shelling at Kryvyi Rih,Alternate place names: Kryvyi Rih,DEFMON,[],[]
,2022-09-29,47.432958,33.402602,Arkhanhel's'ke,Shelling at Arkhanhel's'ke,Alternate place names: Arkhangelske,DEFMON,[],[]
,2022-09-29,47.162029,33.108278,Sukhyi Stavok,Shelling at Sukhyi Stavok,"Alternate place names: Sukhy Stavok, Sukhoi Stavka, Suhy Stavok",DEFMON,[],[]
,2022-09-29,46.856501,32.383458,Ternovi Pody,Shelling at Ternovi Pody,"Alternate place names: Ternovi Pody, Ternovy Pody",DEFMON,[],[]
,2022-09-29,48.46159443,35.00109913,Dnipro,Shelling at Dnipro,Alternate place names: Dnipro,DEFMON,[],[]
,2022-09-30,52.08826,31.778857,Sen'kivka,Shelling at Sen'kivka,Alternate place names: Senkivka,DEFMON,[],[]
,2022-09-30,51.215133,34.507118,Pavlivka,Shelling at Pavlivka,"Alternate place names: Pavlivka, Pavlovka",DEFMON,[],[]
,2022-09-30,52.330733,33.475208,Novovasylivka,Shelling at Novovasylivka,Alternate place names: Novovasylivka,DEFMON,[],[]
,2022-09-30,51.625591,34.063224,Sosnivka,Shelling at Sosnivka,Alternate place names: Sosnivka,DEFMON,[],[]
,2022-09-30,50.382503,36.061166,Udy,Shelling at Udy,"Alternate place names: Uda, Svit, Udyv,Udiv",DEFMON,[],[]
,2022-09-30,48.889021,37.116334,Nikopol,Shelling at Nikopol,Alternate place names: Nikopol,DEFMON,[],[]
,2022-09-30,49.711325,37.614647,Kup'yans'k,Shelling at Kup'yans'k,"Alternate place names: Kupiansk, Kupyansk,Kup'yansk",DEFMON,[],[]
,2022-09-30,50.302446,36.398606,Strilecha,Shelling at Strilecha,"Alternate place names: Strelcha, Strelecha, Strylecha",DEFMON,[],[]
,2022-09-30,50.202577,36.568114,Neskuchne,Shelling at Neskuchne,Alternate place names: Neskuchne,DEFMON,[],[]
,2022-09-30,49.593008,37.635614,Prystin,Shelling at Prystin,Alternate place names: Pristina,DEFMON,[],[]
,2022-09-30,49.716237,37.70861,Petropavlivka,Shelling at Petropavlivka,Alternate place names: Petropavlivka,DEFMON,[],[]
,2022-09-30,49.656729,37.695703,Kurylivka,Shelling at Kurylivka,Alternate place names: Kurylivka,DEFMON,[],[]
,2022-09-30,50.22233,36.57683,Zelene,Shelling at Zelene,"Alternate place names: Zelene, Zelena",DEFMON,[],[]
,2022-09-30,48.923523,38.246759,Bilohorivka,Shelling at Bilohorivka,"Alternate place names: Bilohorivka, Bilogorivka, Belogorivka",DEFMON,[],[]
,2022-09-30,49.014432,37.506881,Bohorodychne,Shelling at Bohorodychne,"Alternate place names: Bogorodichny, Bogorodichne, Bogorodychny, Bogorodicne",DEFMON,[],[]
,2022-09-30,48.71879,37.576403,Kramatorsk,Shelling at Kramatorsk,Alternate place names: Kramatorsk,DEFMON,[],[]
,2022-09-30,48.897498,37.907862,Ozerne,Shelling at Ozerne,Alternate place names: Ozerny,DEFMON,[],[]
,2022-09-30,48.960271,37.715095,Shchurove,Shelling at Shchurove,Alternate place names: Shchurove,DEFMON,[],[]
,2022-09-30,48.916739,37.857675,Dibrova,Shelling at Dibrova,Alternate place names: Dibrova,DEFMON,[],[]
,2022-09-30,48.99602695,37.72987964,Holubi Ozera,Shelling at Holubi Ozera,"Alternate place names: Golubi Ozera, Blakytni Ozera",DEFMON,[],[]
,2022-09-30,48.596926,37.982069,Bakhmut,Shelling at Bakhmut,Alternate place names: Bakhmut,DEFMON,[],[]
,2022-09-30,48.400446,37.969482,Maiors'ka station,Shelling at Maiors'ka station,"Alternate place names: Mayorsky, Mayorsk",DEFMON,[],[]
,2022-09-30,48.854541,37.585258,Slovyansk,Shelling at Slovyansk,"Alternate place names: Slovyansk, Sloviansk, Slavyansk",DEFMON,[],[]
,2022-09-30,48.324452,37.839757,Niu-York,Shelling at Niu-York,Alternate place names: New York,DEFMON,[],[]
,2022-09-30,48.145252,37.738001,Avdiivka,Shelling at Avdiivka,"Alternate place names: Avdiivka, Avdiyivka",DEFMON,[],[]
,2022-09-30,48.136872,37.647141,Tonen'ke,Shelling at Tonen'ke,"Alternate place names: Tonenke, Tonenko, Tonenka, Tonenky",DEFMON,[],[]
,2022-09-30,48.094422,37.726703,Opytne,Shelling at Opytne,"Alternate place names: Opytne, Opytny",DEFMON,[],[]
,2022-09-30,48.105153,37.488709,Karlivka,Shelling at Karlivka,Alternate place names: Karlivka,DEFMON,[],[]
,2022-09-30,47.778024,37.247411,Vuhledar,Shelling at Vuhledar,"Alternate place names: Vuhledar,  Vugledar, Vugledar, Coal",DEFMON,[],[]
,2022-09-30,48.431823,38.020586,Zaitseve,Shelling at Zaitseve,"Alternate place names: Zaitseve, Zaitsevo, Zaytseve, Zaytsevo, Zaytsevo",DEFMON,[],[]
,2022-09-30,48.705791,38.134292,Yakovlivka,Shelling at Yakovlivka,Alternate place names: Yakovlivka,DEFMON,[],[]
,2022-09-30,48.692717,38.07341,Soledar,Shelling at Soledar,Alternate place names: Soledar,DEFMON,[],[]
,2022-09-30,48.745938,38.152234,Vesele,Shelling at Vesele,"Alternate place names: Vesele, Veselaya,  Vesely",DEFMON,[],[]
,2022-09-30,48.08264,37.621653,Pervomais'ke,Shelling at Pervomais'ke,"Alternate place names: Pervomaiske, Pervomaiskyi, Pervomayske",DEFMON,[],[]
,2022-09-30,48.806004,38.245328,Spirne,Shelling at Spirne,"Alternate place names: Spirne, Spirnyi,Spirnye, Spirna",DEFMON,[],[]
,2022-09-30,48.802323,38.155455,Vyimka,Shelling at Vyimka,"Alternate place names: Vyimka, Viimka",DEFMON,[],[]
,2022-09-30,48.858739,38.18899,Verkhn'okam'yans'ke,Shelling at Verkhn'okam'yans'ke,Alternate place names: Verkhnokamianske,DEFMON,[],[]
,2022-09-30,48.663465,38.097144,Bakhmuts'ke,Shelling at Bakhmuts'ke,"Alternate place names: Bakhmutske, Bakhmutsky",DEFMON,[],[]
,2022-09-30,47.99328,37.505353,Krasnohorivka,Shelling at Krasnohorivka,Alternate place names: Krasnohorivka,DEFMON,[],[]
,2022-09-30,48.103427,37.55407,Netailove,Shelling at Netailove,"Alternate place names: Netaylove, Netaylovy, Netaylovye",DEFMON,[],[]
,2022-09-30,47.854118,37.473527,Novomykhailivka,Shelling at Novomykhailivka,"Alternate place names: Novomykhailivka, Novomykhaylivka",DEFMON,[],[]
,2022-09-30,47.726348,37.153582,Shevchenko,Shelling at Shevchenko,Alternate place names: Shebchnko,DEFMON,[],[]
,2022-09-30,47.750546,37.21134,Pavlivka,Shelling at Pavlivka,Alternate place names: Pavlivka,DEFMON,[],[]
,2022-09-30,47.747236,37.309188,Mykil's'ke,Shelling at Mykil's'ke,"Alternate place names: Mykilske, Mykilsk, Mykilskyi, Mikilski",DEFMON,[],[]
,2022-09-30,48.095517,37.670183,Vodyane,Shelling at Vodyane,"Alternate place names: Vodyanyi, Vodyane, Vodyanny",DEFMON,[],[]
,2022-09-30,47.778148,37.076934,Prechystivka,Shelling at Prechystivka,"Alternate place names: Prychystivka, Prechistivka, Prychistivka",DEFMON,[],[]
,2022-09-30,48.502079,38.018305,Odradivka,Shelling at Odradivka,Alternate place names: Odradivka,DEFMON,[],[]
,2022-09-30,47.647177,36.151581,Zaliznychne,Shelling at Zaliznychne,"Alternate place names: Zaliznychne,Zaliznychny",DEFMON,[],[]
,2022-09-30,47.650279,36.294567,Hulyaipole,Shelling at Hulyaipole,"Alternate place names: Huliaipole, Huliaipilm, Gulyaipole, Gulyaypole",DEFMON,[],[]
,2022-09-30,47.533202,35.352946,Kam'yans'ke,Shelling at Kam'yans'ke,"Alternate place names: Kamyanske, Kam' Yanskoe, Kamianske, Kamianskyi, Kamyanske, Kamianka, Kamiansky, Kam'yanske",DEFMON,[],[]
,2022-09-30,47.832241,36.804251,Vremivka,Shelling at Vremivka,"Alternate place names: Vremivka, Time, Uremivka",DEFMON,[],[]
,2022-09-30,48.125621,37.659939,Sjeverne,Shelling at Sjeverne,"Alternate place names: Severny, Sievierne, Severnye, Severne, Severna",DEFMON,[],[]
,2022-09-30,47.522091,35.995838,Bilohir'ya,Shelling at Bilohir'ya,"Alternate place names: Bilogirya, Biloghirya, Bilogorivka, Biloghira",DEFMON,[],[]
,2022-09-30,47.83732,37.109308,Novoukrainka,Shelling at Novoukrainka,"Alternate place names: Novoukrainskyi, Novoukrayinka",DEFMON,[],[]
,2022-09-30,47.537099,35.704753,Novoandriivka,Shelling at Novoandriivka,"Alternate place names: Novoandriivka, Novoandriivka ",DEFMON,[],[]
,2022-09-30,47.938845,37.51388,Mar'inka,Shelling at Mar'inka,"Alternate place names: Marinkam, Mariinka, Maryinka, Maryinka",DEFMON,[],[]
,2022-09-30,47.536674,35.887566,Mala Tokmachka,Shelling at Mala Tokmachka,"Alternate place names: Mala Tokmachka, Malya Tokmachka",DEFMON,[],[]
,2022-09-30,47.558396,36.29236,Kostyantynivka,Shelling at Kostyantynivka,Alternate place names: Kostyantynivka,DEFMON,[],[]
,2022-09-30,47.805964,36.623268,Novopil',Shelling at Novopil',"Alternate place names: Novopol, Novopolya",DEFMON,[],[]
,2022-09-30,47.814293,36.805381,Neskuchne,Shelling at Neskuchne,"Alternate place names: Neskuchne, Neskuchny",DEFMON,[],[]
,2022-09-30,47.805084,35.149286,Zaporizhzhia,Shelling at Zaporizhzhia,Alternate place names: Zaporizhzhia,DEFMON,[],[]
,2022-09-30,47.584253,36.262031,Dorozhnyanka,Shelling at Dorozhnyanka,"Alternate place names: Drozhnyanka, Dorozhnianka, Dorozhnyyanka, Dorozhyanka,Doronka, Dorozhnyanta",DEFMON,[],[]
,2022-09-30,47.677396,36.406814,Zelenyi Hai,Shelling at Zelenyi Hai,"Alternate place names: Zeleny Hay, Zeleniy Gai, Zeleny Gai i",DEFMON,[],[]
,2022-09-30,47.823381,36.575405,Temyrivka,Shelling at Temyrivka,Alternate place names: Temyrivka,DEFMON,[],[]
,2022-09-30,47.224329,33.10285,Bila Krynytsya,Shelling at Bila Krynytsya,Alternate place names: Bila Krynytsia,DEFMON,[],[]
,2022-09-30,47.096229,32.67722,Shyroke,Shelling at Shyroke,"Alternate place names: Shyroke, Shiroke",DEFMON,[],[]
,2022-09-30,47.020604,32.456486,Kvitneve,Shelling at Kvitneve,"Alternate place names: Kvitneve,Kvitnevy",DEFMON,[],[]
,2022-09-30,47.4322,33.925762,Osokorivka,Shelling at Osokorivka,Alternate place names: Osokorivka,DEFMON,[],[]
,2022-09-30,46.892348,32.288906,Zorya,Shelling at Zorya,"Alternate place names: Zorya, Zora",DEFMON,[],[]
,2022-09-30,46.614069,32.110523,Oleksandrivka,Shelling at Oleksandrivka,Alternate place names: Oleksandrivka,DEFMON,[],[]
,2022-09-30,47.067559,32.539232,Partyzans'ke,Shelling at Partyzans'ke,"Alternate place names: Partysanske, Partyzansky, Partyzanske",DEFMON,[],[]
,2022-09-30,46.765056,32.407684,Kyselivka,Shelling at Kyselivka,"Alternate place names: Kiselivka, Kiselyvka",DEFMON,[],[]
,2022-09-30,46.735519,32.210343,Pravdyne,Shelling at Pravdyne,"Alternate place names: Pravdyne,Pravdyny",DEFMON,[],[]
,2022-09-30,46.785291,32.340858,Blahodatne,Shelling at Blahodatne,"Alternate place names: Blagodatne, Blagodatny",DEFMON,[],[]
,2022-09-30,46.7261,31.977187,Lymany,Shelling at Lymany,Alternate place names: Lymany,DEFMON,[],[]
,2022-09-30,47.31429,33.232869,Bilousove,Shelling at Bilousove,Alternate place names: Bilousove,DEFMON,[],[]
,2022-09-30,47.032416,32.168616,Kalynivka,Shelling at Kalynivka,"Alternate place names: Kalynivka, Kalinivka",DEFMON,[],[]
,2022-09-30,46.814755,32.304537,Myrne,Shelling at Myrne,"Alternate place names: Myrne, Myrny,Mirne",DEFMON,[],[]
,2022-09-30,46.878863,32.322881,Novohryhorivka,Shelling at Novohryhorivka,Alternate place names: Novogrigorivka,DEFMON,[],[]
,2022-09-30,47.037744,32.442594,Pervomais'ke,Shelling at Pervomais'ke,Alternate place names: Pervomaiske,DEFMON,[],[]
,2022-09-30,47.465639,33.3753,Ivanivka,Shelling at Ivanivka,Alternate place names: Ivanivka,DEFMON,[],[]
,2022-09-30,47.467835,33.485238,Ol'hyne,Shelling at Ol'hyne,"Alternate place names: Olgyne, Holgyna, Olhyny, Olhino, Olgany, Olhyne",DEFMON,[],[]
,2022-09-30,47.33889,33.210172,Bilohirka,Shelling at Bilohirka,"Alternate place names: Bilogirka,Biloghirka",DEFMON,[],[]
,2022-09-30,47.404548,33.654524,Myroliubivka,Shelling at Myroliubivka,Alternate place names: Myrolyubivka,DEFMON,[],[]
,2022-09-30,47.48542,33.525509,Vysokopillya,Shelling at Vysokopillya,"Alternate place names: Visokopill,Visokopillya",DEFMON,[],[]
,2022-09-30,46.896676,32.079967,Mykolaiv,Shelling at Mykolaiv,Alternate place names: Mykolaiv,DEFMON,[],[]
,2022-09-30,47.84403,33.36331,Kryvyi Rih,Shelling at Kryvyi Rih,Alternate place names: Kryvyi Rih,DEFMON,[],[]
,2022-09-30,47.432958,33.402602,Arkhanhel's'ke,Shelling at Arkhanhel's'ke,Alternate place names: Arkhangelske,DEFMON,[],[]
,2022-09-30,47.162029,33.108278,Sukhyi Stavok,Shelling at Sukhyi Stavok,"Alternate place names: Sukhy Stavok, Sukhoi Stavka, Suhy Stavok",DEFMON,[],[]
,2022-09-30,47.100397,33.114132,Bezimenne,Shelling at Bezimenne,"Alternate place names: Bezimenne, Bezymenny, Bezymene,Bezymenne",DEFMON,[],[]
,2022-09-30,47.172217,33.005622,Blahodativka,Shelling at Blahodativka,Alternate place names: Blagodativka,DEFMON,[],[]
,2022-09-30,47.570326,31.303453,,Shelling at ,Alternate place names: Voznesensk,DEFMON,[],[]
,2022-09-30,48.46159443,35.00109913,Dnipro,Shelling at Dnipro,Alternate place names: Dnipro,DEFMON,[],[]
,2022-10-01,51.885807,34.195072,Fotovyzh,Shelling at Fotovyzh,"Alternate place names: Fotovyzh, Fotovizh",DEFMON,[],[]
,2022-10-01,48.889021,37.116334,Nikopol,Shelling at Nikopol,Alternate place names: Nikopol,DEFMON,[],[]
,2022-10-01,50.302446,36.398606,Strilecha,Shelling at Strilecha,"Alternate place names: Strelcha, Strelecha, Strylecha",DEFMON,[],[]
,2022-10-01,50.387227,37.40372,Budarky,Shelling at Budarky,"Alternate place names: Budarky, Budarka,Budarki, Budarok",DEFMON,[],[]
,2022-10-01,49.713565,37.668749,Kucherivka,Shelling at Kucherivka,"Alternate place names: Kucherivka, Kuchkivka",DEFMON,[],[]
,2022-10-01,50.336214,37.211558,Okhrimivka,Shelling at Okhrimivka,Alternate place names: Okhrimivka,DEFMON,[],[]
,2022-10-01,50.296807,36.841592,Ohirtseve,Shelling at Ohirtseve,"Alternate place names: Ohirtseve, Ogirtseve, Ohirtsevo, Okhirtsevo, Ogirtsevo",DEFMON,[],[]
,2022-10-01,50.175577,37.509538,Vil'khuvatka,Shelling at Vil'khuvatka,Alternate place names: Vilkhuvatka,DEFMON,[],[]
,2022-10-01,48.925875,38.184257,Hryhorivka,Shelling at Hryhorivka,Alternate place names: Hryhorivka,DEFMON,[],[]
,2022-10-01,48.923523,38.246759,Bilohorivka,Shelling at Bilohorivka,"Alternate place names: Bilohorivka, Bilogorivka, Belogorivka",DEFMON,[],[]
,2022-10-01,48.99602695,37.72987964,Holubi Ozera,Shelling at Holubi Ozera,"Alternate place names: Golubi Ozera, Blakytni Ozera",DEFMON,[],[]
,2022-10-01,49.187136,37.799754,Ridkodub,Shelling at Ridkodub,"Alternate place names: Ridkodub, Rydkodub",DEFMON,[],[]
,2022-10-01,48.596926,37.982069,Bakhmut,Shelling at Bakhmut,Alternate place names: Bakhmut,DEFMON,[],[]
,2022-10-01,48.400446,37.969482,Maiors'ka station,Shelling at Maiors'ka station,"Alternate place names: Mayorsky, Mayorsk",DEFMON,[],[]
,2022-10-01,48.324452,37.839757,Niu-York,Shelling at Niu-York,Alternate place names: New York,DEFMON,[],[]
,2022-10-01,48.145252,37.738001,Avdiivka,Shelling at Avdiivka,"Alternate place names: Avdiivka, Avdiyivka",DEFMON,[],[]
,2022-10-01,48.094422,37.726703,Opytne,Shelling at Opytne,"Alternate place names: Opytne, Opytny",DEFMON,[],[]
,2022-10-01,48.431823,38.020586,Zaitseve,Shelling at Zaitseve,"Alternate place names: Zaitseve, Zaitsevo, Zaytseve, Zaytsevo, Zaytsevo",DEFMON,[],[]
,2022-10-01,48.705791,38.134292,Yakovlivka,Shelling at Yakovlivka,Alternate place names: Yakovlivka,DEFMON,[],[]
,2022-10-01,48.692717,38.07341,Soledar,Shelling at Soledar,Alternate place names: Soledar,DEFMON,[],[]
,2022-10-01,48.08264,37.621653,Pervomais'ke,Shelling at Pervomais'ke,"Alternate place names: Pervomaiske, Pervomaiskyi, Pervomayske",DEFMON,[],[]
,2022-10-01,48.806004,38.245328,Spirne,Shelling at Spirne,"Alternate place names: Spirne, Spirnyi,Spirnye, Spirna",DEFMON,[],[]
,2022-10-01,48.656053,38.002999,Paraskoviivka,Shelling at Paraskoviivka,Alternate place names: Paraskoviivka,DEFMON,[],[]
,2022-10-01,48.817388,38.208305,Ivano-Dar'ivka,Shelling at Ivano-Dar'ivka,"Alternate place names: Ivano-Daryivka, Ivano-Dariivka",DEFMON,[],[]
,2022-10-01,48.899321,37.958149,Zakitne,Shelling at Zakitne,"Alternate place names: Zakitne, Zakitny",DEFMON,[],[]
,2022-10-01,48.663465,38.097144,Bakhmuts'ke,Shelling at Bakhmuts'ke,"Alternate place names: Bakhmutske, Bakhmutsky",DEFMON,[],[]
,2022-10-01,48.753613,38.080756,Rozdolivka,Shelling at Rozdolivka,"Alternate place names: Rozdolivka, Rozdil'ne",DEFMON,[],[]
,2022-10-01,48.142692,37.190017,Yurivka,Shelling at Yurivka,"Alternate place names: Yuryivka, Yuriyvka",DEFMON,[],[]
,2022-10-01,48.47130067,38.01680203,Mykolaivka Druha,Shelling at Mykolaivka Druha,Alternate place names: Mykolaivka Druga,DEFMON,[],[]
,2022-10-01,47.99328,37.505353,Krasnohorivka,Shelling at Krasnohorivka,Alternate place names: Krasnohorivka,DEFMON,[],[]
,2022-10-01,47.854118,37.473527,Novomykhailivka,Shelling at Novomykhailivka,"Alternate place names: Novomykhailivka, Novomykhaylivka",DEFMON,[],[]
,2022-10-01,47.750546,37.21134,Pavlivka,Shelling at Pavlivka,Alternate place names: Pavlivka,DEFMON,[],[]
,2022-10-01,48.095517,37.670183,Vodyane,Shelling at Vodyane,"Alternate place names: Vodyanyi, Vodyane, Vodyanny",DEFMON,[],[]
,2022-10-01,47.778148,37.076934,Prechystivka,Shelling at Prechystivka,"Alternate place names: Prychystivka, Prechistivka, Prychistivka",DEFMON,[],[]
,2022-10-01,48.281669,37.774016,Oleksandropil,Shelling at Oleksandropil,"Alternate place names: Oleksandropil, Alexandropol, Oleksandropol,Rozivka",DEFMON,[],[]
,2022-10-01,47.855757,37.209317,Bohoyavlenka,Shelling at Bohoyavlenka,Alternate place names: Bogoyavlenka,DEFMON,[],[]
,2022-10-01,47.896887,37.21711,Trudove,Shelling at Trudove,Alternate place names: Trudove,DEFMON,[],[]
,2022-10-01,48.079052,37.710378,Vesele,Shelling at Vesele,Alternate place names: Vesele,DEFMON,[],[]
,2022-10-01,48.502079,38.018305,Odradivka,Shelling at Odradivka,Alternate place names: Odradivka,DEFMON,[],[]
,2022-10-01,47.647177,36.151581,Zaliznychne,Shelling at Zaliznychne,"Alternate place names: Zaliznychne,Zaliznychny",DEFMON,[],[]
,2022-10-01,47.650279,36.294567,Hulyaipole,Shelling at Hulyaipole,"Alternate place names: Huliaipole, Huliaipilm, Gulyaipole, Gulyaypole",DEFMON,[],[]
,2022-10-01,47.83732,37.109308,Novoukrainka,Shelling at Novoukrainka,"Alternate place names: Novoukrainskyi, Novoukrayinka",DEFMON,[],[]
